Rank,Name,Release Date,Platform,Genre,Publisher,Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic Score,User Score,ESRB Rating
383,Far Cry 3,2012-12-04,PS3,Shooter,Ubisoft,Ubisoft,0.88,1.75,0.1,0.72,3.45,89.0,84.0,M
384,Monster Hunter 4,2014-02-13,3DS,Role-Playing,Capcom,Capcom,0.0,0.0,3.44,0.0,3.44,87.0,86.0,T
385,Borderlands,2009-10-20,X360,Shooter,Take-Two Interactive,Gearbox Software,2.39,0.73,0.03,0.29,3.44,89.0,87.0,M
386,Tekken 4,2001-08-28,PS2,Fighting,Namco Bandai Games,Namco,1.55,1.27,0.33,0.29,3.44,82.0,81.0,T
387,Battlefield 4,2013-10-29,PS4,Shooter,Electronic Arts,DICE,1.34,1.54,0.17,0.38,3.43,86.0,85.0,M
388,LittleBigPlanet 2,2011-11-15,PS3,Platform,Sony Computer Entertainment,Media Molecule,1.82,1.07,0.06,0.47,3.42,88.0,88.0,E
389,Grand Theft Auto 2,1999-10-22,PS,Action,Take-Two Interactive,DMA Design,1.13,2.07,0.0,0.22,3.42,79.0,76.0,M
390,Final Fantasy III,1990-04-11,SNES,Role-Playing,SquareSoft,Square Enix,0.86,0.0,2.55,0.02,3.42,91.0,91.0,E
391,Spider-Man 2,2004-06-28,PS2,Action,Activision,Treyarch,1.75,1.2,0.02,0.43,3.41,82.0,80.0,T
392,F-1 Race,1990-11-01,GB,Racing,Nintendo,Nintendo,1.73,0.69,0.59,0.4,3.41,82.0,78.0,E
393,FIFA Soccer 2003,2002-10-01,PS2,Sports,Electronic Arts,EA Sports,0.46,2.28,0.05,0.61,3.4,81.0,84.0,E
394,Crash Bash,2000-11-30,PS,Misc,Sony Computer Entertainment,Eurocom,1.56,1.47,0.19,0.17,3.39,75.0,75.0,E
395,LEGO Batman: The Videogame,2008-09-23,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2.03,1.03,0.0,0.32,3.38,79.0,73.0,E
396,Metal Gear Solid V: The Phantom Pain,2015-09-01,PS4,Action,Konami Digital Entertainment,Kojima Productions,1.08,1.35,0.48,0.47,3.38,93.0,91.0,M
397,The Legend of Zelda: Spirit Tracks,2009-12-07,DS,Action,Nintendo,Nintendo,1.43,0.94,0.74,0.27,3.38,89.0,87.0,E
398,WWF War Zone,1999-12-11,PS,Fighting,Acclaim Entertainment,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,80.0,79.0,T
399,The Legend of Zelda: Majora's Mask,2000-10-26,N64,Action,Nintendo,Nintendo,1.9,0.67,0.73,0.06,3.36,90.0,89.0,E
400,Professor Layton and the Unwound Future,2010-11-21,DS,Puzzle,Nintendo,Level-5,0.65,1.61,0.82,0.28,3.36,85.0,85.0,E
401,Rugrats: Search For Reptar,2001-10-25,PS,Adventure,THQ,THQ,1.63,1.53,0.0,0.18,3.34,70.0,75.0,E
402,Assassin's Creed IV: Black Flag,2013-10-29,X360,Action,Ubisoft,Ubisoft,1.9,1.14,0.01,0.29,3.34,90.0,91.0,M
403,English Training: Have Fun Improving Your Skills!,2008-03-18,DS,Misc,Nintendo,Nintendo,0.0,0.99,2.32,0.02,3.33,73.0,72.0,E
404,James Bond 007: Nightfire,2002-11-12,PS2,Shooter,Electronic Arts,EA Redwood Shores,1.45,1.29,0.12,0.46,3.33,84.0,83.0,T
405,Ratchet & Clank,2002-11-04,PS2,Platform,Sony Computer Entertainment,Naughty Dog,1.44,1.01,0.57,0.3,3.33,91.0,92.0,E
406,Mario Party 9,2012-03-13,Wii,Misc,Nintendo,Nintendo,1.15,1.17,0.76,0.24,3.32,78.0,78.0,E
407,Star Wars Episode III: Revenge of the Sith,2005-05-05,PS2,Action,LucasArts,Pandemic Studios,1.47,1.39,0.03,0.43,3.32,79.0,75.0,T
408,Max Payne,2001-07-23,PS2,Shooter,Take-Two Interactive,Rockstar Games,1.99,1.05,0.05,0.22,3.31,87.0,84.0,M
409,The Lord of the Rings: The Return of the King,2003-10-28,PS2,Action,Electronic Arts,EA Redwood Shores,1.5,1.28,0.05,0.46,3.28,85.0,83.0,T
410,Assassin's Creed Syndicate,2015-10-23,PS4,Action,Ubisoft,Ubisoft,0.8,1.92,0.06,0.5,3.28,84.0,81.0,M
411,Destiny,2014-09-09,XOne,Shooter,Activision,Bungie,2.13,0.92,0.0,0.23,3.28,84.0,79.0,T
412,True Crime: Streets of LA,2003-11-18,PS2,Action,Activision,Luxoflux,1.89,1.05,0.02,0.31,3.27,76.0,75.0,M
413,Wii Music,2008-10-20,Wii,Misc,Nintendo,Nintendo,1.36,1.13,0.46,0.32,3.27,70.0,68.0,E
414,Gran Turismo (PSP),2004-09-01,PSP,Racing,Sony Computer Entertainment,Polyphony Digital,0.5,1.59,0.31,0.87,3.27,84.0,80.0,E
415,Monster Hunter X,2015-10-29,3DS,Action,Capcom,Capcom,0.25,0.19,2.78,0.04,3.26,80.0,82.0,T
416,Tekken,1994-12-03,PS,Fighting,Sony Computer Entertainment,Namco,0.95,1.3,0.77,0.22,3.24,83.0,85.0,T
417,FIFA 16,2015-09-22,XOne,Sports,Electronic Arts,EA Sports,0.88,2.11,0.0,0.23,3.23,84.0,79.0,E
418,L.A. Noire,2011-11-15,PS3,Adventure,Take-Two Interactive,Rockstar Games,1.27,1.33,0.12,0.51,3.23,89.0,89.0,M
419,Madden NFL 16,2015-08-23,PS4,Sports,Electronic Arts,EA Sports,2.33,0.3,0.0,0.59,3.22,81.0,80.0,E
420,Yokai Watch 2 Ganso/Honke,2014-06-26,3DS,Role-Playing,Nintendo,Level-5,0.03,0.0,3.18,0.0,3.22,83.0,77.0,E
421,007: Tomorrow Never Dies,2000-11-17,PS,Shooter,Electronic Arts,EA Redwood Shores,1.72,1.33,0.0,0.16,3.21,75.0,75.0,T
422,Baseball,1983-05-01,NES,Sports,Nintendo,Nintendo,0.73,0.1,2.35,0.02,3.2,80.0,78.0,E
423,Killer Instinct,1994-09-01,SNES,Fighting,Nintendo,Rare,2.26,0.72,0.12,0.1,3.2,92.0,89.0,T
424,WWF SmackDown! 2: Know Your Role,2000-11-21,PS,Fighting,THQ,THQ,1.76,1.21,0.07,0.16,3.2,82.0,80.0,T
425,Crisis Core: Final Fantasy VII,2007-09-13,PSP,Role-Playing,Square Enix,Square Enix,1.35,0.6,0.8,0.44,3.19,86.0,91.0,M
426,God of War: Chains of Olympus,2008-03-04,PSP,Action,Sony Computer Entertainment,Ready at Dawn,1.48,1.01,0.04,0.66,3.19,89.0,88.0,M
427,Dragon Quest VI: Maboroshi no Daichi,2000-12-09,SNES,Role-Playing,Enix Corporation,Enix,0.0,0.0,3.19,0.0,3.19,83.0,82.0,T
428,Dance Central,2010-11-16,X360,Misc,MTV Games,Harmonix,2.15,0.77,0.01,0.26,3.19,81.0,83.0,E
429,Enter the Matrix,2003-05-15,PS2,Action,Atari,Shiny Entertainment,1.78,1.12,0.09,0.19,3.18,76.0,79.0,T
430,Super Mario Maker,2015-09-11,WiiU,Platform,Nintendo,Nintendo,1.18,0.87,0.93,0.2,3.18,90.0,92.0,E
431,Fallout: New Vegas,2010-10-19,PS3,Role-Playing,Bethesda Softworks,Obsidian Entertainment,1.52,1.08,0.1,0.47,3.17,91.0,86.0,M
432,LEGO Batman: The Videogame,2008-09-23,Wii,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,1.86,1.02,0.0,0.29,3.17,83.0,80.0,E
433,Rhythm Heaven,2009-09-21,DS,Misc,Nintendo,Nintendo,0.58,0.51,1.93,0.14,3.17,84.0,79.0,E
434,Ace Combat 04: Shattered Skies,2004-03-10,PS2,Simulation,Sony Computer Entertainment Europe,Namco,2.06,0.56,0.38,0.17,3.17,86.0,85.0,T
435,Club Penguin: Elite Penguin Force,2008-12-03,DS,Adventure,Disney Interactive Studios,Club Penguin,1.88,0.98,0.0,0.3,3.16,75.0,73.0,E
436,Animal Crossing,2001-04-14,GC,Simulation,Nintendo,Nintendo,1.92,0.16,0.99,0.09,3.15,91.0,87.0,E
437,LEGO Batman: The Videogame,2008-09-23,DS,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,1.79,1.06,0.0,0.29,3.15,83.0,80.0,E
438,Sonic Rush,2005-11-22,DS,Platform,Sega,Dimps,1.22,1.57,0.06,0.29,3.15,80.0,85.0,E
439,Resident Evil 6,2012-10-02,PS3,Shooter,Capcom,Capcom,0.88,0.97,0.88,0.42,3.15,75.0,78.0,M
440,Halo: The Master Chief Collection,2014-11-11,XOne,Shooter,Microsoft Game Studios,343 Industries,1.89,0.99,0.03,0.24,3.15,88.0,91.0,M
441,FIFA Soccer 08,2007-09-25,PS2,Sports,Electronic Arts,EA Sports,0.68,0.0,0.0,2.46,3.14,85.0,83.0,E
442,Spider-Man,2000-10-24,PS,Action,Activision,Neversoft,1.7,1.25,0.02,0.16,3.13,82.0,76.0,T
443,Need for Speed III: Hot Pursuit,1998-10-31,PS,Racing,Electronic Arts,EA Sports,2.14,0.86,0.0,0.13,3.12,89.0,86.0,E
444,Star Wars Episode I Racer,1999-03-05,N64,Racing,Nintendo,Lucas Learning,2.31,0.62,0.14,0.04,3.12,79.0,78.0,E
445,Personal Trainer: Cooking,2009-11-17,DS,Misc,Nintendo,Nintendo,0.91,1.0,1.03,0.17,3.12,72.0,75.0,E
446,The Elder Scrolls IV: Oblivion,2006-03-20,PS3,Role-Playing,Ubisoft,Bethesda Game Studios,1.69,0.87,0.14,0.42,3.12,94.0,90.0,M
447,Dragon Warrior IV,1992-04-28,NES,Role-Playing,Enix Corporation,Enix,0.08,0.0,3.03,0.01,3.12,85.0,81.0,T
448,Heavy Rain,2010-02-23,PS3,Adventure,Sony Computer Entertainment,Quantic Dream,1.29,1.27,0.06,0.5,3.12,88.0,83.0,M
449,Mass Effect 2,2010-01-26,X360,Role-Playing,Electronic Arts,BioWare,1.99,0.82,0.03,0.27,3.11,93.0,91.0,M
450,FIFA 15,2014-09-23,X360,Sports,Electronic Arts,EA Sports,0.78,2.02,0.0,0.3,3.11,84.0,80.0,E
451,Dragon Ball Z: Budokai,2002-11-19,PS2,Fighting,Atari,Namco Bandai,2.17,0.28,0.55,0.08,3.09,85.0,85.0,T
452,Madden NFL 2002,2001-08-14,PS2,Sports,Electronic Arts,EA Sports,2.5,0.16,0.01,0.42,3.08,81.0,79.0,E
453,World Class Track Meet,1983-11-01,NES,Sports,Namco Bandai Games,Nintendo,1.92,0.45,0.64,0.07,3.08,80.0,78.0,E
454,Borderlands 2,2012-09-18,X360,Shooter,Take-Two Interactive,Gearbox Software,1.89,0.91,0.04,0.24,3.07,89.0,87.0,M
455,The Legend of Zelda: A Link Between Worlds,2013-11-22,3DS,Action,Nintendo,Nintendo,1.4,0.99,0.46,0.22,3.07,93.0,91.0,E
456,Donkey Kong,1981-04-18,GB,Platform,Nintendo,Nintendo,1.57,0.62,0.55,0.34,3.07,90.0,86.0,E
457,The Sims: Vacation,2002-09-25,PC,Simulation,Electronic Arts,Maxis,1.72,1.21,0.0,0.14,3.07,78.0,77.0,E
458,Mass Effect 3,2012-03-06,X360,Role-Playing,Electronic Arts,BioWare,1.94,0.86,0.03,0.24,3.07,93.0,91.0,M
459,Kung Fu Panda,2008-06-03,X360,Action,Activision,Treyarch,1.91,0.84,0.0,0.29,3.05,84.0,80.0,E
460,Far Cry 3,2012-12-04,X360,Shooter,Ubisoft,Ubisoft,1.38,1.35,0.02,0.28,3.04,88.0,86.0,M
461,Epic Mickey,2010-11-30,Wii,Platform,Disney Interactive Studios,Junction Point,2.06,0.64,0.12,0.22,3.04,78.0,75.0,E
462,Saints Row 2,2008-02-01,X360,Action,THQ,Volition,1.94,0.8,0.02,0.27,3.03,86.0,84.0,M
463,Rayman,1995-11-01,PS,Platform,Ubisoft,Ubisoft,1.54,1.33,0.0,0.16,3.03,91.0,87.0,E
464,Killzone 2,2009-02-27,PS3,Shooter,Sony Computer Entertainment,Guerrilla Games,1.4,1.07,0.08,0.47,3.02,84.0,83.0,M
465,Tom Clancy's Splinter Cell,2002-11-17,XB,Action,Ubisoft,Ubisoft Montreal,1.85,1.04,0.0,0.13,3.02,85.0,88.0,M
466,Mike Tyson's Punch-Out!!,1987-10-18,NES,Fighting,Nintendo,Nintendo,2.03,0.47,0.45,0.07,3.02,83.0,85.0,T
467,WWE SmackDown! Shut Your Mouth,2002-10-27,PS2,Sports,THQ,Yuke's,1.45,1.13,0.07,0.38,3.02,84.0,81.0,T
468,Gears of War: Ultimate Edition,2015-08-25,XOne,Shooter,Microsoft Game Studios,The Coalition,2.38,0.32,0.0,0.31,3.0,87.0,86.0,M
469,NBA 2K13,2012-10-02,X360,Sports,Take-Two Interactive,Visual Concepts,2.6,0.21,0.01,0.19,3.0,89.0,80.0,E
470,Dragon Ball Z: Budokai Tenkaichi 3,2007-10-25,PS2,Fighting,Atari,Namco Bandai,1.15,0.0,0.76,1.09,3.0,85.0,87.0,T
471,wwe Smackdown vs. Raw 2006,2005-11-11,PS2,Fighting,,Yuke's,1.57,1.02,0.0,0.41,3.0,83.0,80.0,T
472,Middle-Earth: Shadow of Mordor,2014-09-30,PS4,Action,Warner Bros. Interactive Entertainment,Monolith Productions,1.01,1.41,0.05,0.53,2.99,91.0,87.0,M
473,Star Fox,1993-02-21,SNES,Shooter,Nintendo,Nintendo,1.61,0.51,0.8,0.07,2.99,85.0,79.0,E
474,The Sims: Livin Large,2000-05-10,PC,Misc,Electronic Arts,Maxis,1.67,1.18,0.0,0.13,2.99,88.0,81.0,T
475,World Soccer Winning Eleven 6 International,2001-11-01,PS2,Sports,Konami Digital Entertainment,Konami,0.12,1.26,1.16,0.45,2.99,90.0,85.0,E
476,Devil May Cry,2001-08-23,PS2,Action,Capcom,Capcom,1.36,0.86,0.64,0.13,2.99,88.0,87.0,M
477,Animal Crossing: Happy Home Designer,2015-09-25,3DS,Simulation,Nintendo,Nintendo,0.47,1.0,1.39,0.12,2.98,78.0,73.0,E
478,Battlefield: Bad Company 2,2010-03-02,PS3,Shooter,Electronic Arts,DICE,1.33,1.12,0.08,0.45,2.97,86.0,86.0,M
479,The Sims 4,2014-09-02,PC,Simulation,Electronic Arts,Maxis,0.96,1.72,0.0,0.29,2.97,84.0,79.0,T
480,Star Wars: The Old Republic,2011-12-20,PC,Role-Playing,Electronic Arts,BioWare,1.58,1.01,0.0,0.38,2.97,82.0,84.0,M
481,Sonic Heroes,2003-11-18,PS2,Platform,Sega,Sega,1.04,1.37,0.06,0.49,2.96,80.0,79.0,E
482,Kirby Super Star Ultra,2008-02-22,DS,Platform,Nintendo,Nintendo,1.57,0.04,1.19,0.15,2.96,83.0,85.0,E
483,Hitman 2: Silent Assassin,2002-10-01,PS2,Action,Eidos Interactive,Io Interactive,1.36,1.15,0.04,0.41,2.96,84.0,82.0,M
484,Street Fighter IV,2009-02-17,X360,Fighting,Capcom,Capcom,1.82,0.71,0.15,0.26,2.95,89.0,88.0,T
485,Wave Race 64,1996-11-01,N64,Racing,Nintendo,Nintendo,1.98,0.58,0.34,0.04,2.94,84.0,83.0,E
486,SOCOM II: U.S. Navy SEALs,2003-11-04,PS2,Shooter,Sony Computer Entertainment,Zipper Interactive,2.22,0.51,0.06,0.15,2.94,90.0,86.0,M
487,WWE SmackDown! vs. RAW 2006,2005-11-22,PS2,Fighting,THQ,Yuke's,1.45,1.11,0.04,0.33,2.94,86.0,81.0,T
488,inFAMOUS,2009-05-26,PS3,Action,Sony Computer Entertainment,Sucker Punch,1.76,0.69,0.12,0.37,2.94,88.0,87.0,M
489,Pac-Man Collection,2005-11-01,GBA,Puzzle,Atari,Namco,2.07,0.77,0.05,0.05,2.94,80.0,83.0,E
490,Mass Effect,2007-11-20,X360,Role-Playing,Microsoft Game Studios,BioWare,1.83,0.8,0.03,0.27,2.93,92.0,90.0,M
491,WarioWare: Smooth Moves,2006-01-15,Wii,Puzzle,Nintendo,Nintendo,0.87,1.06,0.73,0.26,2.92,84.0,82.0,E
492,Cooking Mama: Cook Off,2007-11-13,Wii,Simulation,505 Games,505 Games,1.43,1.13,0.05,0.3,2.91,80.0,76.0,E
493,Super Mario World 2: Yoshi's Island,1995-04-11,GBA,Platform,Nintendo,Nintendo,1.75,0.45,0.62,0.09,2.91,91.0,89.0,E
494,FIFA 14,2013-09-24,PS4,Sports,Electronic Arts,EA Sports,0.61,1.85,0.11,0.33,2.9,83.0,79.0,E
495,Titanfall,2014-03-11,XOne,Shooter,Electronic Arts,Respawn Entertainment,1.84,0.8,0.04,0.22,2.9,85.0,80.0,M
496,Sonic Mega Collection Plus,2004-11-17,PS2,Misc,Sega,Sega,1.54,1.14,0.0,0.22,2.9,81.0,78.0,E
497,Sega Superstars Tennis,2004-09-01,X360,Sports,Sega,Sega,1.75,0.86,0.0,0.28,2.9,78.0,75.0,E
498,World Soccer Winning Eleven 7 International,2003-10-14,PS2,Sports,Konami Digital Entertainment,Konami,0.08,1.24,1.13,0.45,2.9,85.0,84.0,E
499,Need for Speed: Most Wanted,2005-11-01,PS3,Racing,Electronic Arts,EA Games,0.71,1.51,0.06,0.61,2.89,88.0,87.0,T
500,Hot Shots Golf 3,2002-10-23,PS2,Sports,Sony Computer Entertainment,Clap Hanz,0.99,0.32,1.38,0.2,2.89,81.0,77.0,E
501,Call of Duty: Finest Hour,2004-11-16,PS2,Shooter,Activision,Treyarch,1.51,1.12,0.01,0.24,2.89,75.0,73.0,T
502,Zumba Fitness 2,2011-11-15,Wii,Sports,Majesco Entertainment,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88,72.0,69.0,E
503,Syphon Filter,1999-11-01,PS,Shooter,Sony Computer Entertainment,989 Studios,2.03,0.72,0.02,0.11,2.88,88.0,82.0,M
504,Imagine: Babyz,2007-10-01,DS,Simulation,Ubisoft,Dare,1.3,1.27,0.0,0.31,2.88,60.0,65.0,E
505,Colin McRae Rally,2002-10-01,PS,Racing,Codemasters,Codemasters,0.09,2.43,0.12,0.22,2.87,85.0,84.0,E
506,Call of Duty: Ghosts,2013-11-05,XOne,Shooter,Activision,Infinity Ward,1.87,0.77,0.0,0.22,2.86,83.0,78.0,M
507,Madden NFL 13,2012-08-28,X360,Sports,Electronic Arts,EA Sports,2.53,0.16,0.0,0.17,2.86,79.0,75.0,E
508,The Elder Scrolls III: Morrowind,2002-05-01,XB,Role-Playing,Ubisoft,Bethesda Game Studios,2.09,0.63,0.03,0.11,2.86,93.0,89.0,M
509,Mortal Kombat,1992-10-08,PS3,Fighting,Warner Bros. Interactive Entertainment,Midway,1.98,0.55,0.0,0.32,2.85,90.0,84.0,M
510,F-Zero,1990-01-01,SNES,Racing,Nintendo,Nintendo,1.37,0.51,0.89,0.07,2.85,89.0,87.0,E
511,Yoshi's Story,1997-12-01,N64,Platform,Nintendo,Nintendo,1.29,0.53,0.98,0.05,2.85,90.0,82.0,E
512,Command & Conquer: Red Alert,1995-08-22,PC,Strategy,Virgin Interactive,Westwood Studios,1.37,1.34,0.0,0.14,2.85,88.0,87.0,T
513,Skylanders: Spyro's Adventure,2011-10-16,Wii,Action,Activision,Toys for Bob,1.4,1.14,0.0,0.31,2.85,83.0,81.0,E
514,FIFA 16,2015-09-22,PS3,Sports,Electronic Arts,EA Sports,0.4,1.98,0.05,0.42,2.85,84.0,79.0,E
515,Assassin's Creed: Brotherhood,2010-11-16,PS3,Action,Ubisoft,Ubisoft,1.87,0.57,0.11,0.3,2.84,92.0,85.0,M
516,BioShock,2007-08-21,X360,Shooter,Take-Two Interactive,Irrational Games,1.65,0.86,0.05,0.28,2.83,96.0,92.0,M
517,Madden NFL 10,2009-08-14,X360,Sports,Electronic Arts,EA Sports,2.52,0.09,0.0,0.22,2.83,86.0,81.0,E
518,Medal of Honor,2010-10-12,PS3,Shooter,Electronic Arts,EA Games,1.28,1.05,0.07,0.43,2.83,84.0,78.0,T
519,WWE SmackDown! vs. Raw,2002-10-23,PS2,Fighting,THQ,Yuke's,1.32,1.08,0.04,0.39,2.83,85.0,76.0,T
520,Metroid Prime,2002-11-17,GC,Shooter,Nintendo,Nintendo,1.96,0.67,0.1,0.09,2.82,97.0,90.0,M
521,Finding Nemo,2003-05-30,GBA,Action,THQ,Traveller's Tales,1.59,1.05,0.04,0.14,2.82,78.0,79.0,E
522,Myst,1993-09-24,PC,Adventure,Red Orb,Cyan Worlds,0.02,2.79,0.0,0.0,2.81,85.0,78.0,E
523,Need for Speed: Hot Pursuit,2010-11-16,PS3,Racing,Electronic Arts,Criterion Games,1.05,1.25,0.03,0.48,2.81,88.0,84.0,E
524,Imagine: Fashion Designer,2007-11-06,DS,Simulation,Ubisoft,Ubisoft,1.32,1.19,0.0,0.3,2.81,71.0,71.0,E
525,WWE SmackDown! Here Comes the Pain,2003-10-27,PS2,Fighting,THQ,Yuke's,1.32,1.06,0.04,0.38,2.8,84.0,81.0,T
526,Star Wars: The Force Unleashed,2008-09-16,X360,Action,LucasArts,Pandemic Studios,1.74,0.8,0.0,0.26,2.8,82.0,82.0,T
527,Yoshi's Island DS,2006-11-14,DS,Platform,Nintendo,Nintendo,1.47,0.07,1.1,0.15,2.8,83.0,85.0,E
528,Hot Shots Golf,2003-10-23,PS,Sports,Sony Computer Entertainment,Clap Hanz,0.29,0.2,2.13,0.18,2.79,81.0,74.0,E
529,Killzone 3,2011-02-22,PS3,Shooter,Sony Computer Entertainment,Guerrilla Games,1.45,0.88,0.09,0.38,2.79,85.0,85.0,M
530,A Bug's Life,1998-11-25,PS,Platform,Sony Computer Entertainment,Traveller's Tales,1.96,0.72,0.0,0.11,2.79,77.0,75.0,E
531,WWF SmackDown! Just Bring It,2001-10-30,PS2,Fighting,THQ,Yuke's,1.19,1.15,0.04,0.41,2.79,81.0,81.0,T
532,Dragon Quest V: Tenkuu no Hanayome,2004-05-27,SNES,Role-Playing,Enix Corporation,Square Enix,0.0,0.0,2.78,0.01,2.79,88.0,85.0,T
533,Mortal Kombat Trilogy,1996-11-01,PS,Fighting,GT Interactive,Midway,1.98,0.7,0.0,0.11,2.79,87.0,86.0,M
534,Battlefield 3,2011-10-25,PC,Shooter,Electronic Arts,DICE,0.89,1.43,0.0,0.48,2.79,89.0,89.0,M
535,NBA Street,2001-04-10,PS2,Sports,Electronic Arts,EA Sports Big,2.19,0.22,0.0,0.38,2.79,89.0,88.0,T
536,Professor Layton and the Last Specter,2011-10-17,DS,Puzzle,Nintendo,Level-5,0.3,1.47,0.68,0.34,2.79,86.0,85.0,E
537,Monster Hunter Tri,2010-05-18,3DS,Role-Playing,Nintendo,Capcom,0.46,0.29,1.96,0.07,2.79,90.0,90.0,M
538,Jak II,2003-10-14,PS2,Platform,Sony Computer Entertainment,Naughty Dog,1.68,0.74,0.0,0.36,2.78,88.0,89.0,M
539,inFAMOUS: Second Son,2014-03-21,PS4,Action,Sony Computer Entertainment,Sucker Punch Productions,1.27,0.97,0.07,0.47,2.78,91.0,90.0,M
540,Ratchet & Clank: Going Commando,2003-10-14,PS2,Platform,Sony Computer Entertainment,Insomniac Games,1.44,0.83,0.26,0.25,2.78,87.0,89.0,T
541,Tekken 6,2009-10-27,PS3,Fighting,Namco Bandai Games,Namco,1.2,0.98,0.17,0.43,2.78,80.0,81.0,T
542,The Sims,2000-02-04,PS2,Simulation,Electronic Arts,Maxis,1.41,1.12,0.0,0.24,2.77,87.0,79.0,E
543,Sonic and the Secret Rings,2007-02-20,Wii,Platform,Sega,Sega,1.24,1.2,0.04,0.3,2.77,71.0,65.0,E
544,Saints Row: The Third,2011-10-18,X360,Action,THQ,Volition,1.25,1.15,0.07,0.3,2.77,87.0,89.0,M
545,Missile Command,1981-05-01,2600,Shooter,Atari,Atari,2.56,0.17,0.0,0.03,2.76,88.0,81.0,E
546,Mario Paint,1992-10-01,SNES,Misc,Nintendo,Nintendo,1.43,0.54,0.71,0.07,2.75,88.0,79.0,E
547,Assassin's Creed IV: Black Flag,2013-10-29,PS4,Action,Ubisoft,Ubisoft,1.07,1.31,0.06,0.31,2.74,91.0,90.0,M
549,Metroid,1986-08-06,NES,Action,Nintendo,Nintendo,1.33,0.31,1.04,0.05,2.73,94.0,89.0,E
550,L.A. Noire,2011-05-17,X360,Adventure,Take-Two Interactive,Rockstar Games,1.52,0.94,0.02,0.24,2.72,89.0,89.0,M
601,Madden NFL 08,2007-08-14,PS2,Sports,Electronic Arts,EA Sports,2.14,0.08,0.0,0.35,2.57,80.0,76.0,E
602,Sonic Adventure 2 Battle,2001-01-01,GC,Platform,Sega,Sonic Team,1.7,0.59,0.21,0.07,2.56,84.0,84.0,E
603,Dragon Warrior II,1994-01-01,NES,Role-Playing,Enix Corporation,Enix,0.15,0.0,2.41,0.0,2.56,82.0,78.0,E
604,Madden NFL 13,2011-08-30,PS3,Sports,Electronic Arts,EA Sports,2.11,0.23,0.0,0.22,2.56,80.0,79.0,E
606,Deca Sports,2008-09-09,Wii,Sports,Konami Digital Entertainment,Hudson Soft,1.13,0.87,0.29,0.25,2.54,74.0,65.0,E
607,Madden NFL 09,2008-08-12,X360,Sports,Electronic Arts,EA Sports,2.21,0.12,0.0,0.2,2.54,79.0,78.0,E
608,Space Invaders,1978-10-01,2600,Shooter,Atari,Taito,2.36,0.14,0.0,0.03,2.53,84.0,82.0,E
609,Crazy Taxi,1999-10-01,PS2,Racing,Acclaim Entertainment,Hitmaker,1.13,1.12,0.06,0.22,2.52,88.0,80.0,T
610,Perfect Dark,2000-11-18,N64,Action,Nintendo,Rare,1.55,0.75,0.16,0.06,2.52,90.0,89.0,M
611,Game Party,2007-11-20,Wii,Misc,Midway Games,Midway,1.5,0.78,0.0,0.24,2.52,60.0,68.0,E
612,Dragon Warrior,1986-01-01,NES,Role-Playing,Capcom,Enix,0.49,0.0,0.52,1.51,2.52,85.0,79.0,E
613,Tomb Raider (2013),2013-03-05,PS3,Action,Square Enix,Crystal Dynamics,0.6,1.31,0.08,0.52,2.51,89.0,85.0,M
614,Marvel: Ultimate Alliance,2006-10-17,X360,Role-Playing,Activision,Raven Software,2.29,0.02,0.0,0.19,2.5,81.0,81.0,T
615,PES 2009: Pro Evolution Soccer,2008-10-17,PS2,Sports,Konami Digital Entertainment,Konami,0.13,0.07,0.26,2.05,2.5,82.0,77.0,E
616,Mario Party 2,2000-11-21,N64,Misc,Nintendo,Hudson Soft,1.28,0.14,1.08,0.01,2.5,83.0,86.0,T
617,Saints Row: The Third,2011-10-04,PS3,Action,THQ,Volition,0.86,1.06,0.18,0.39,2.49,87.0,89.0,M
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2008-10-28,XB,Action,Take-Two Interactive,Rockstar Games,1.84,0.56,0.0,0.09,2.49,85.0,84.0,M
619,LEGO Harry Potter: Years 1-4,2010-06-25,Wii,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,1.29,0.97,0.0,0.23,2.49,85.0,83.0,E
620,Mortal Kombat: Deadly Alliance,2002-11-05,PS2,Fighting,Midway Games,Midway,1.81,0.52,0.0,0.15,2.49,88.0,81.0,M
621,Resistance 2,2009-11-03,PS3,Shooter,Sony Computer Entertainment,Insomniac Games,1.15,0.85,0.1,0.39,2.48,85.0,81.0,M
622,Pure,2008-10-21,X360,Racing,Disney Interactive Studios,Black Rock Studio,1.38,0.85,0.0,0.25,2.48,82.0,82.0,T
623,Tomb Raider: The Last Revelation,1999-11-01,PS,Action,Eidos Interactive,Core Design,1.15,1.14,0.06,0.13,2.48,85.0,80.0,M
624,NBA 2K13,2012-10-02,PS3,Sports,Take-Two Interactive,Visual Concepts,1.72,0.44,0.05,0.27,2.48,87.0,86.0,E
625,Rock Band,2007-11-20,X360,Misc,Electronic Arts,Harmonix,1.93,0.34,0.0,0.21,2.48,90.0,80.0,T
